,label,text
167,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [#Ohio went from getting INTERNATIONAL praise for how we were handling #COVID19 to now being one of the WORST areas for spread . @USER clearly Ohioans are done "" doing whatever it takes . "" Get a director of health that 's protected from harassment & get our train back on track]"
168,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [put ya phone down my nigga , you still on delivered .]"
169,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Speaking of centralized "" tools "" I 'm sure glad I did n't delete my other backup of my course records folder since some of the folders in the copy I saved in OneDrive have turned up empty for no apparent reason .]"
170,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I need a battery for my mouse . But I do not want to leave my house , let alone buy one . Because battery packs never come in a pack of just 1 . Why must I buy 2 ? So now I must set a reminder for Thursday to get one from the office :person_facepalming: :medium_skin_tone: ‍ :female_sign:]"
171,1,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Alternatively , "" B-bar will also be available for $ 12.50 Express Comps per person per visit , for you and a guest for beverages . "" @USER buffet has an Elite line . I was just there two hours ago .]"
172,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [In case any of you thinks I have my shit together , there 's a salad rotting in my truck since last night that I forgot about . #humblebrag]"
173,1,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Have you seen me ? I just a delightfully handsome gingery kitty . Besides , my mom tells me I 'm handsome , and she does n't lie :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes: :smiling_cat_face_with_heart-eyes:]"
174,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [can i see some dick pics ? please]
175,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Man I just wanna sleep for like 6 days]
176,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [. ? \ n ? an advice \ n Rachel 's plain-speaking mediator \ n :white_medium_square: \ na recourse]
177,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [just gonna be inactive so i can get my * * * together and do school related stuff]
178,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Love 's Old Sweet Song \ n \ nMusic : James Lynam Molloy , 1884 \ nLyrics : G . Clifton Bingham , 1884]"
179,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER So let me tell you it is not an easy decision to vote for a candidate to go up against Trump . I truly liked all of the candidates for one reason or another . No one 's entitled to your vote . Just ask yourself , Will Trump be good for my future ?]"
180,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [What t-shirt and pajama pants will I wear today ?]
181,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Tell if I 'm wrong but we are going to cry our eyes out on this album I know it]
182,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I just be making noises randomly you 'd think I got some type of issues lol]
183,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [New nigga me quick :speaking_head: I 'm not built for this single life I 'm trying to make someone son happy :weary_face:]
184,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I have really terrible headache . I wish Mike all the best on Sunday ! I have tried my best and all other team Mike did nothing but the absolute best ! Goodluck to us :loudly_crying_face: :red_heart:]
185,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Wosits AND tomato soup ? #Humblebrag]
186,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I just feel like crying for 10 years straight]
187,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [A mf can tell you they love you all they want but those actions and effort tell you otherwise ! Idc]
188,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Just finished Hamilton , and let 's just say that there a very GOOD reason why I do n't listen to Who Lives , Who Dies , Who Tells Your Story . I was ( still am ) sobbing on the couch cuddling my dog , thank you @USER , #HamiltonFilm means the world to me :red_heart: :red_heart:]"
189,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Like literally emery just can't pick the correct side . Where 's the width . I 'm glad that some faces are in but no Héctor and Pepe on the right . That 's the link up we 've been begging for . Weird weird stuff]
190,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER as of 3:00 all classes are still on for tonight]
191,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I 'm so sleepy bro then I work this early ass shift wtf]
192,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER Had grey temples since 19 . Almost completely grey in the sides and back with a half white beard now . I do n't care about grey , I just like to laugh at the 40 + year olds with jet black hair .]"
193,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Ahh ty . I would sell a body part for not just the shelf but room / space for something like this :pleading_face:]
194,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Started Love is Blind and I 'm SHOOK !]
195,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [happy 4th of July ! #4thofJuly]
196,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Got the baddest bitch in the game wearing my chain ? ?]
197,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER #HumbleBrag about how much money you make ? :eyes:]
198,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [someone tell nat to do her work]
199,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [playing uno in axelle 's backyard while listening to an "" all 5sos songs playlist "" is all ive been asking for]"
